"","PWSID","PWS_NAME","NPM_CANDIDATE","PRIMACY_AGENCY_CODE","EPA_REGION","SEASON_BEGIN_DATE","SEASON_END_DATE","PWS_ACTIVITY_CODE","PWS_DEACTIVATION_DATE","PWS_TYPE_CODE","DBPR_SCHEDULE_CAT_CODE","CDS_ID","GW_SW_CODE","LT2_SCHEDULE_CAT_CODE","OWNER_TYPE_CODE","POPULATION_SERVED_COUNT","POP_CAT_2_CODE","POP_CAT_3_CODE","POP_CAT_4_CODE","POP_CAT_5_CODE","POP_CAT_11_CODE","PRIMACY_TYPE","PRIMARY_SOURCE_CODE","IS_GRANT_ELIGIBLE_IND","IS_WHOLESALER_IND","IS_SCHOOL_OR_DAYCARE_IND","SERVICE_CONNECTIONS_COUNT","SUBMISSION_STATUS_CODE","ORG_NAME","ADMIN_NAME","EMAIL_ADDR","PHONE_NUMBER","PHONE_EXT_NUMBER","FAX_NUMBER","ALT_PHONE_NUMBER","ADDRESS_LINE1","ADDRESS_LINE2","CITY_NAME","ZIP_CODE","COUNTRY_CODE","STATE_CODE","SOURCE_WATER_PROTECTION_CODE","SOURCE_PROTECTION_BEGIN_DATE","OUTSTANDING_PERFORMER","OUTSTANDING_PERFORM_BEGIN_DATE","CITIES_SERVED","COUNTIES_SERVED"
"4163","UTAH25138","SARATOGA SPRINGS CITY","Y","UT","08",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"L",13000,2,2,2,4,6,"State","SWP","Y","N","N",3240,"Y","ALLINSON, MATT","ALLINSON, MATT","MALLINSON@SARATOGASPRINGSCITY.COM","801-766-9793",NA,"801-766-9872",NA,"18513 W WILSON AVE",NA,"CEDAR VALLEY","84013","US","UT",NA,NA,"N",NA,"Not Reported","Utah"
"4164","UTAH25142","EAGLE MOUNTAIN CITY","Y","UT","08",NA,NA,"A",NA,"CWS","4",NA,"SW",NA,"L",24000,2,2,2,4,6,"State","SWP","Y","N","N",6440,"Y","STRAW, MACK ALLAN","STRAW, MACK ALLAN","MSTRAW@EMCITY.ORG","801-789-6684",NA,"801-789-8920",NA,"4118 N WOOD RD",NA,"EAGLE MOUNTAIN","84005","US","UT",NA,NA,"N",NA,"Not Reported","Utah"
"4165","UTAH26006","HEBER CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",10877,2,2,2,4,6,"State","GW","Y","N","N",4160,"Y","TOZIER, STEPHEN BRUCE","TOZIER, STEPHEN BRUCE","stozier@ci.heber.ut.us","435-654-3275",NA,"435-657-2448",NA,"1588 S 3480 E",NA,"HEBER CITY","84032","US","UT",NA,NA,"N",NA,"Not Reported","Wasatch"
"4166","UTAH27006","HILDALE - COLORADO CITY","Y","UT","08",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",7000,1,2,1,3,5,"State","GW","Y","N","N",937,"Y","JESSOP, NAP E","JESSOP, NAP E","hildalecity@hildalecity.com","435-874-2323",NA,"435-874-2603",NA,"PO BOX 840398",NA,"HILDALE","84784","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4167","UTAH27007","HURRICANE CITY","Y","UT","08",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",14268,2,2,2,4,6,"State","GW","Y","N","N",5314,"Y","RICHINS, KEN","RICHINS, KEN","kenr@cityofhurricane.com","435-635-9442",NA,"435-635-2616",NA,"1005 W 1500 S #152-5",NA,"HURRICANE","84737","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4168","UTAH27008","IVINS","Y","UT","08",NA,NA,"A",NA,"CWS","2",NA,"SW",NA,"L",7700,1,2,1,3,5,"State","SWP","Y","N","N",3156,"Y","GILLETTE, CHARLES RICH","GILLETTE, CHARLES RICH","cgillette@ivins.com","435-634-0689",NA,"435-656-2286",NA,"482 N BUR SAGE TRAIL",NA,"IVINS","84738-6615","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4169","UTAH27015","ST GEORGE CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","2",NA,"SW",NA,"L",80000,2,3,3,4,7,"State","SWP","Y","N","N",24990,"Y","TAYLOR, SCOTT","TAYLOR, SCOTT","SCOTT.TAYLOR@SGCITY.ORG","435-627-4850",NA,NA,NA,"175 EAST 200 NORTH",NA,"ST GEORGE CITY","84770","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4170","UTAH27016","SANTA CLARA CITY","Y","UT","08",NA,NA,"A",NA,"CWS","2",NA,"SW",NA,"L",8000,1,2,1,3,5,"State","SWP","Y","N","N",2169,"Y","TAYLOR, JACK","TAYLOR, JACK","jtaylor@sccity.org","435-656-4690","214",NA,NA,"2603 SANTA CLARA DR",NA,"SANTA CLARA","84765","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4171","UTAH27021","WASHINGTON CITY","Y","UT","08",NA,NA,"A",NA,"CWS","2",NA,"SW",NA,"L",18000,2,2,2,4,6,"State","SW","Y","N","N",9574,"Y","SHAW, MICHAEL DEAN","SHAW, MICHAEL DEAN","MSHAW@WASHINGTONCITY.ORG","435-656-6317",NA,"435-656-6375",NA,"729 E WAGONMASTER RD",NA,"WASHINGTON","84780","US","UT",NA,NA,"N",NA,"Not Reported","Washington"
"4172","UTAH29004","BONA VISTA WATER DISTRICT","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",19500,2,2,2,4,6,"State","SWP","Y","N","N",7576,"Y","ALLEN, JERRY KENNETH","ALLEN, JERRY KENNETH","jerry@bonavistawater.com","801-621-0474",NA,"801-621-0475",NA,"691 S 6700 W",NA,"OGDEN","84404","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4173","UTAH29006","HOOPER WATER IMPROVEMENT DISTRICT","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"GW",NA,"L",19726,2,2,2,4,6,"State","GW","Y","N","N",4189,"Y","CHRISTIANSEN, STEVEN SCOTT","CHRISTIANSEN, STEVEN SCOTT","scotthwid@qwestoffice.net","801-985-1991",NA,"801-985-2095",NA,"1620 W 525 N",NA,"WEST POINT","84015","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4174","UTAH29010","NORTH OGDEN CITY","Y","UT","08",NA,NA,"A",NA,"CWS","3",NA,"GW",NA,"L",18000,2,2,2,4,6,"State","GW","Y","N","N",5766,"Y","ESPINOZA, DAVID PAUL","ESPINOZA, DAVID PAUL","despinoza@nogden.org","801-782-7211",NA,"801-782-6453",NA,"1038 E 1150 N",NA,"OGDEN","84404","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4175","UTAH29011","OGDEN CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",77000,2,3,3,4,7,"State","SW","Y","N","N",28994,"Y","MOFFETT, KENTON DAVID","MOFFETT, KENTON DAVID","KENTONMOFFETT@YAHOO.COM","801-629-8000",NA,"801-629-8053",NA,"3124 N 1375 W",NA,"PLEASANT VIEW","84414","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4176","UTAH29014","PLEASANT VIEW CULINARY WATER","Y","UT","08",NA,NA,"A",NA,"CWS","4",NA,"GW",NA,"L",7942,1,2,1,3,5,"State","GW","Y","N","N",1856,"Y","JACKSON, ROBERT TYSON","JACKSON, ROBERT TYSON","TJACKSON@PLEASANTVIEWCITY.COM","801-782-8529",NA,"801-782-0539",NA,"1751 LAKE ST",NA,"OGDEN","84401","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4177","UTAH29015","RIVERDALE CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",8500,1,2,1,3,5,"State","SWP","Y","N","N",2408,"Y","DOUGLAS, SHAWN GARY","DOUGLAS, SHAWN GARY","sdouglas@riverdalecity.com","801-394-5541",NA,"801-399-3571",NA,"628 W HARRISVILLE RD",NA,"HARRISVILLE","84404","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4178","UTAH29016","ROY CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",38000,2,2,2,4,6,"State","SWP","Y","N","N",10609,"Y","SORENSEN, EDWARD JAY","SORENSEN, EDWARD JAY","ESORENSEN@ROYUTAH.ORG","801-774-1097",NA,"801-774-1093",NA,"2364 W 5600 S",NA,"ROY","84067","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4179","UTAH29017","SOUTH OGDEN CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",15500,2,2,2,4,6,"State","SWP","Y","N","N",5552,"Y","SHAFER, ROBERT DALE","SHAFER, ROBERT DALE","BSHAFER@SOUTHOGDENCITY.COM","801-622-2905",NA,"801-622-2902",NA,"582 W 4925 S",NA,"RIVERDALE","84405","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4180","UTAH29019","TAYLOR-WEST WEBER WID","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",7073,1,2,1,3,5,"State","SWP","Y","N","N",1879,"Y","SURRAGE, VAL","SURRAGE, VAL","taylorwestweberwater@msn.com","801-731-1668",NA,"801-731-7799",NA,"1989 S 3500 W",NA,"OGDEN","84401","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4181","UTAH29022","WASHINGTON TERRACE CITY WATER SYSTEM","Y","UT","08",NA,NA,"A",NA,"CWS","1",NA,"SW",NA,"L",9200,1,2,1,3,5,"State","SWP","Y","N","N",2878,"Y","HARRIS, STEVEN","HARRIS, STEVEN","steveh@washingtonterracecity.org","801-395-8289",NA,NA,NA,"5249 E SOUTHPOINT TERR",NA,"WASHINGTON TERRACE","84405","US","UT",NA,NA,"N",NA,"Not Reported","Weber"
"4182","UTAH99999","TEST","N","UT","08","01-01","12-31","N","14-NOV-12","CWS",NA,NA,NA,NA,"P",250250,2,3,4,5,9,"State",NA,"N","N","N",16,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Reported","Not Reported"
"4183","UTAHTEST0","TEST SYSTEM","N","UT","08",NA,NA,"I","23-NOV-10","CWS",NA,NA,"GW",NA,"P",250250,2,3,4,5,9,"State","GW","N","N","N",16,"Y",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not Reported","Not Reported"
"4184","WY5600011","CHEYENNE BOARD PUB UTILITIES","Y","WY","08",NA,NA,"A",NA,"CWS","2","0011","SW",NA,"L",58182,2,3,3,4,7,"State","SW","Y","N","N",21800,"Y","KAILEY, RON","KAILEY, RON","rkailey@cheyennebopu.org","307-635-7693",NA,NA,NA,"P.O. Box 1469",NA,"CHEYENNE","82003","US","WY","N",NA,NA,NA,"CHEYENNE","Laramie"
"4185","WY5600019","GILLETTE, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0019","GW",NA,"L",30121,2,2,2,4,6,"State","GW","Y","N","N",9832,"Y","MONAHAN, DIANE","MONAHAN, DIANE","dianem@gillettewy.gov","307-686-5276",NA,"307-686-6564",NA,"611 NORTH EXCHANGE","CITY OF GILLETTE UTILITY DEPT","GILLETTE","82717","US","WY","N",NA,NA,NA,"GILLETTE","Campbell"
"4186","WY5600029","LARAMIE, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0029","SW",NA,"L",28000,2,2,2,4,6,"State","SW","Y","N","N",7700,"Y","VAN ZEE, CALVIN","VAN ZEE, CALVIN","cvanzee@cityoflaramie.org","307-721-5206",NA,NA,NA,"PO BOX C",NA,"LARAMIE","82073","US","WY","N",NA,NA,NA,"LARAMIE","Albany"
"4187","WY5600042","POWELL, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","1198","SW",NA,"L",6700,1,2,1,3,5,"State","SWP","Y","N","N",2070,"Y","WINTERS, BILL","WINTERS, BILL","bwinters@cityofpowell.com","307-754-5106",NA,NA,NA,"270 N Clark",NA,"POWELL","82438","US","WY","N",NA,NA,NA,"POWELL","Park"
"4188","WY5600045","RAWLINS WATER SUPPLY, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","0045","SW",NA,"L",9749,1,2,1,3,5,"State","SW","Y","N","N",3860,"Y","RODRIGUEZ, DANIEL","RODRIGUEZ, DANIEL","waterplant@rawlins-wyoming.com","307-328-4564",NA,"307-328-4582",NA,"BOX 953",NA,"RAWLINS","82301","US","WY","N",NA,NA,NA,"RAWLINS","Carbon"
"4189","WY5600047","RIVERTON, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","9999","SW",NA,"L",10001,2,2,2,4,6,"State","SW","Y","N","N",3554,"Y","HOFFMANN, MILLIE","HOFFMANN, MILLIE","rivwtp@rivertonwy.gov","307-857-6891",NA,NA,NA,"816 NORTH FEDERAL BL",NA,"RIVERTON","82501","US","WY","N",NA,NA,NA,"RIVERTON","Fremont"
"4190","WY5600052","SHERIDAN, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0052","SW",NA,"L",15500,2,2,2,4,6,"State","SW","Y","N","N",5500,"Y","MANOLIS, TOM","MANOLIS, TOM","tmanolis@sheridanwy.net","307-674-8532",NA,"307-674-1587",NA,"BOX 848",NA,"SHERIDAN","82801","US","WY","N",NA,NA,NA,"SHERIDAN","Sheridan"
"4191","WY5600137","DOUGLAS, TOWN OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","0137","SW",NA,"L",6120,1,2,1,3,5,"State","SW","Y","N","N",2219,"Y","OBERLANDER, JOSH","OBERLANDER, JOSH","joberlander@cityofdouglas.org","307-358-9750",NA,"307-358-5544",NA,"PO BOX 1030",NA,"DOUGLAS","82633","US","WY","N",NA,NA,NA,"DOUGLAS","Converse"
"4192","WY5600150","EVANSTON, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0150","SW",NA,"L",12000,2,2,2,4,6,"State","SW","Y","N","N",4000,"Y","MARTIN, JEFF","MARTIN, JEFF","jmartin@evanstonwy.org","307-789-2906",NA,"307-783-6490",NA,"1200 Main Street",NA,"EVANSTON","82930","US","WY","N",NA,NA,NA,"EVANSTON","Uinta"
"4193","WY5600164","TORRINGTON MUN. WATER SYSTEM","Y","WY","08",NA,NA,"A",NA,"CWS","4","0164","GW",NA,"L",5800,1,2,1,3,5,"State","GW","Y","N","N",2700,"Y","CRAIG, JEFF","CRAIG, JEFF","jcraig@torringtonwy.gov","307-532-2012",NA,"307-532-2403",NA,"PO BOX 250",NA,"TORRINGTON","82240","US","WY","N",NA,NA,NA,"TORRINGTON","Goshen"
"4194","WY5600176","LANDER, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","0176","SW",NA,"L",7487,1,2,1,3,5,"State","SW","Y","N","N",3162,"Y","WHITE, SHANE","WHITE, SHANE","swhite@landerwyoming.org","307-332-4291",NA,"307-332-4317",NA,"240 LINCOLN STREET",NA,"LANDER","82520","US","WY","N",NA,NA,NA,"LANDER","Fremont"
"4195","WY5600197","WORLAND UTILITIES COMMISSION","Y","WY","08",NA,NA,"A",NA,"CWS","4","1630","GW",NA,"L",5487,1,2,1,3,5,"State","GWP","Y","N","N",2500,"Y","MARTINEZ, JOE","MARTINEZ, JOE","watersupervisor@rtconnect.net","307-388-0164",NA,NA,NA,"101 Grace Avenue",NA,"WORLAND","82401","US","WY","N",NA,NA,NA,"WORLAND","Washakie"
"4196","WY5600207","CODY, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","1198","SW",NA,"L",8749,1,2,1,3,5,"State","SWP","Y","N","N",3805,"Y","PAYNE, STEVE","PAYNE, STEVE","spayne@cityofcody.com","307-527-7511",NA,NA,NA,"P.O. DRAWER 2200",NA,"CODY","82414","US","WY","N",NA,NA,NA,"CODY","Park"
"4197","WY5600213","JACKSON, TOWN OF","Y","WY","08",NA,NA,"A",NA,"CWS","4","0213","GW",NA,"L",8000,1,2,1,3,5,"State","GW","Y","N","N",3500,"Y","RYAN, JOHN","RYAN, JOHN","jryan@ci.jackson.wy.us","307-733-3079",NA,NA,NA,"PO BOX 1687",NA,"JACKSON","83001","US","WY","N",NA,NA,NA,"JACKSON","Teton"
"4198","WY5600239","SOUTH CHEYENNE WAT/SEWER DIST","Y","WY","08",NA,NA,"A",NA,"CWS","2","0011","SW",NA,"P",10000,2,2,2,3,5,"State","SWP","Y","N","N",1500,"Y","SPRAKTIES, SCOTT","SPRAKTIES, SCOTT","scwsd215@bresnan.net","307-635-5608",NA,NA,NA,"215 E. ALLISON RD",NA,"CHEYENNE","82007","US","WY","N",NA,NA,NA,"CHEYENNE","Laramie"
"4199","WY5600548","HILLCREST WATER COMPANY","N","WY","08","01-01","12-31","I","01-DEC-81","TNCWS",NA,NA,"GW",NA,"P",15000,2,2,2,4,6,"State","GW","N","N","N",1000,"Y",NA,"HILLCREST WATER COMPANY",NA,"307-237-9863",NA,NA,NA,NA,"BOX 1586","CASPER","82601","US","WY",NA,NA,NA,NA,"Not Reported","Not Reported"
"4200","WY5600650","FORT BRIDGER MUSEUM","N","WY","08","01-01","12-31","I","01-NOV-82","TNCWS",NA,NA,"GW",NA,"S",15000,2,2,2,4,6,"State","GW","N","N","N",4,"Y",NA,"FORT BRIDGER MUSEUM",NA,"307-782-3842",NA,NA,NA,NA,NA,"FORT BRIDGER","82933","US","WY",NA,NA,NA,NA,"Not Reported","Not Reported"
"4201","WY5601181","GREEN RIVER, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0050","SW",NA,"L",10500,2,2,2,4,6,"State","SWP","Y","N","N",4300,"Y","PALMER, JASON","PALMER, JASON","jpalmer@cityofgreenriver.org","307-872-0540",NA,"307-872-0538",NA,"50 EAST 2ND NORTH",NA,"GREEN RIVER","82935","US","WY","N",NA,NA,NA,"GREEN RIVER","Sweetwater"
"4202","WY5601182","ROCK SPRINGS, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","3","0050","SW",NA,"L",19050,2,2,2,4,6,"State","SWP","Y","N","N",7500,"Y","ZAMBAI, CLINT","ZAMBAI, CLINT","clint_zambai@rswy.net","307-352-1540",NA,NA,NA,"212 D Street",NA,"ROCK SPRINGS","82901","US","WY","N",NA,NA,NA,"ROCK SPRINGS","Sweetwater"
"4203","WY5601254","NORTHWEST RURAL WATER DISTRICT","Y","WY","08",NA,NA,"A",NA,"CWS","4","1198","SW",NA,"M",5998,1,2,1,3,5,"State","SWP","Y","N","N",2145,"Y","MACKEY, MIKE","MACKEY, MIKE","nrwd@tctwest.net","307-527-9762",NA,NA,NA,"920 13th Street",NA,"CODY","82414","US","WY","N",NA,NA,NA,"CODY","Park"
"4204","WY5601415","CASPER, CITY OF","Y","WY","08",NA,NA,"A",NA,"CWS","2","0009","SW",NA,"L",57500,2,3,3,4,7,"State","SWP","Y","N","N",21344,"Y","CONNER, CLINT","CONNER, CLINT","cconner@casperwy.gov","307-235-8360",NA,NA,NA,"1600 SW Wyoming Blvd.",NA,"CASPER","82604","US","WY","N",NA,NA,NA,"CASPER","Natrona"
"4205","WY5680079","YELLOWSTONE NP LAKE VILLAGE","Y","WY","08","05-01","09-30","A",NA,"TNCWS",NA,NA,"GW",NA,"F",5900,1,2,1,3,5,"State","GW","Y","N","N",683,"Y","WARD, NANCY A.","WARD, NANCY A.","Nancy_A_Ward@nps.gov","307-344-2310",NA,NA,NA,"P.O. BOX 168",NA,"YELLOWSTONE NP","82190","US","WY","N",NA,NA,NA,"YELLOWSTONE NT","Teton"
"4206","WY5680085","YELLOWSTONE NP OLD FAITHFUL","Y","WY","08",NA,NA,"A",NA,"CWS","4","9999","SW",NA,"F",6225,1,2,1,3,5,"State","SW","Y","N","N",150,"Y","SCHNELBACH, JEFF","SCHNELBACH, JEFF","jeff_schnelbach@nps.gov","307-344-2730",NA,NA,NA,"P.O. Box 168",NA,"YELLOWSTONE NATIONAL PARK","82190","US","WY","N",NA,NA,NA,"YELLOWSTONE NP","Teton"
"4207","WY5680122","U.S. AIR FORCE, F.E. WARREN AFB","Y","WY","08",NA,NA,"A",NA,"CWS","2","0011","SW",NA,"F",5500,1,2,1,3,5,"State","SWP","Y","N","N",400,"Y","WRIGHT, SHAIN","WRIGHT, SHAIN","shain.wright@us.af.mil","307-773-4357",NA,NA,NA,"300 Vesle Drive",NA,"F.E. WARREN AFB","82005","US","WY","N",NA,NA,NA,"CHEYENNE","Laramie"
"4208","090400047","GRIC DPW Sacaton","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",5010,1,2,1,3,5,"Tribal","GW","Y","Y","N",1052,"Y","GRIC Department of Public Works","Ross Schroeder","Ross.Schroeder@gric.nsn.us","5205623343","1227",NA,NA,"P. O. Box G",NA,"Sacaton","85147","US","AZ",NA,NA,"Y","28-APR-16","Sacaton, Sacaton Flats,Upper San Tan, Bl","Not Reported"
"4209","090400051","Colorado River Regional Water System","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",9277,1,2,1,3,5,"Tribal","GW","Y","N","N",1588,"Y","CRIT Council","Dennis Patch","dennis.patch@crit-nsn.gov","9286699211",NA,"9286624337",NA,"26600 Mohave Road",NA,"Parker","85344","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4210","090400079","WMATUA Whiteriver","N","09","09",NA,NA,"I","01-JAN-00","CWS",NA,NA,"SW",NA,"N",5500,1,2,1,3,5,"Tribal","SW","N","N","N",2000,"Y",NA,NA,NA,NA,NA,NA,NA,"P.O. BOX 517","INDUSTRIAL PARK ROAD","WHITERIVER","85941","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4211","090400088","Fort McDowell Community","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",6260,1,2,1,3,5,"Tribal","GW","Y","N","N",364,"Y","Fort McDowell Yavapai Nation","Bernadine Burnette","bburnette@ftmcdowell.org","4807897000",NA,"4808373978",NA,"P.O. Box 17779",NA,"Fountain Hills","85269-7779","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4212","090400090","Ak Chin Village","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"N",6883,1,2,1,3,5,"Tribal","SW","Y","N","N",330,"Y","Ak Chin Indian Community","Louis Manuel",NA,"5205681032",NA,NA,NA,"42507 W. Peters %26 Nall Road",NA,"Maricopa","85138","US","AZ",NA,NA,NA,NA,"Ak Chin Village","Not Reported"
"4213","090400109","Salt River Public Works","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",35430,2,2,2,4,6,"Tribal","GW","Y","N","N",1341,"Y","Salt River Pima-Maricopa Indian Community","Delbert Ray","Delbert.Ray@SRPMIC-nsn.gov","4808508000",NA,"4808508014",NA,"10005 East Osborne Road",NA,"Scottsdale","85256","US","AZ",NA,NA,NA,NA,"Salt River Indian Community","Not Reported"
"4214","090400114","SCUA Upper Seven Mile","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",8478,1,2,1,3,5,"Tribal","GW","Y","N","N",1417,"Y","San Carlos Apache Tribe","Terry Rambler",NA,"9284752631",NA,"9284752567",NA,"P.O. Box O",NA,"San Carlos","85550","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4215","090400206","Tuba City Community - NTUA","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",6732,1,2,1,3,5,"Tribal","GW","Y","N","N",1753,"Y","NTUA","Walter Haase",NA,"9287295721",NA,"9287296241",NA,"P.O. Box 170",NA,"Fort Defiance","86504","US","AZ",NA,NA,NA,NA,"Tuba City","Not Reported"
"4216","090400692","GRIC DPW Wild Horse Pass","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",22795,2,2,2,4,6,"Tribal","GW","Y","N","N",641,"Y","GRIC Department of Public Works","Ross Schroeder","Ross.Schroeder@gric.nsn.us","5205623343","1227",NA,NA,"P. O. Box G",NA,"Sacaton","85147","US","AZ",NA,NA,NA,NA,"Wildhorse Pass Casino, St. Johns Komatke","Not Reported"
"4217","090400693","WMAUA Miner Flat","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"N",18500,2,2,2,4,6,"Tribal","SW","Y","Y","N",4250,"Y","White Mountain Apache Tribe","Ronnie Lupe",NA,"9283382474",NA,"9283381560",NA,"P. O. Box 1150","Executive Building, 202 E. Walnut Street","Whiteriver","85941","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4218","090400703","Casino Arizona Talking Stick (CATS)","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"P",5801,1,2,1,3,5,"Tribal","GW","Y","Y","N",107,"Y","Salt River Pima-Maricopa Indian Community","Delbert Ray","Delbert.Ray@SRPMIC-nsn.gov","4808508000",NA,"4808508014",NA,"10005 East Osborne Road",NA,"Scottsdale","85256","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4219","090407149","Scottsdale Community College","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"P",10950,2,2,2,4,6,"Tribal","GW","Y","N","N",30,"Y","Scottsdale Community College","Jack Van Cleave","samuel.vancleave@scottsdalecc.edu","4804236007",NA,"4804236009",NA,"9000 E. Chaparral Rd",NA,"Scottsdale","85256","US","AZ",NA,NA,NA,NA,"Not Reported","Not Reported"
"4220","090600058","Red Hawk Casino - Shingle Springs","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"N",8580,1,2,1,3,5,"Tribal","SWP","Y","N","N",1,"Y","ART Water, LLC","Nick Fonseca","evargas@ssband.org","5306768010",NA,"5306768033",NA,"P.O. Box 1340",NA,"Shingle Springs","95682","US","CA",NA,NA,"Y","01-JAN-14","Shingle Springs","Not Reported"
"4221","090600119","Barona","Y","09","09","01-01","12-31","A",NA,"NTNCWS",NA,NA,"GW",NA,"N",8500,1,2,1,3,5,"Tribal","GW","Y","N","N",204,"Y","Barona Band of Mission Indians","Clifford LaChappa",NA,"6194436612",NA,"6194430681",NA,"1095 Barona Road",NA,"Lakeside","92040","US","CA",NA,NA,"Y","01-JAN-14","Barona","Not Reported"
"4222","090600142","Morongo","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",9500,1,2,1,3,5,"Tribal","GW","Y","N","N",408,"Y","Morongo Band of Missions Indians","Robert Martin",NA,"9518494697",NA,"9518494425",NA,"12700 Pumarra Rd",NA,"Banning","92220","US","CA",NA,NA,"Y","01-JAN-14","Not Reported","Not Reported"
"4223","090600147","Rincon Northern","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",7000,1,2,1,3,5,"Tribal","GW","Y","Y","N",144,"Y","Rincon Band of Luiseno Indians","Bo Mazzetti","bomazzetti@aol.com","7607491051",NA,"7607498901",NA,"1 West Tribal Road",NA,"Valley Center","92082","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4224","090600154","Table Mountain Rancheria %26 Casino","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"SW",NA,"N",12530,2,2,2,4,6,"Tribal","SWP","Y","Y","N",16,"Y","Table Mountain Rancheria","Leanne Walker-Grant",NA,"5598222587",NA,"5598222693",NA,"P.O. Box 410",NA,"Friant","93626","US","CA",NA,NA,NA,NA,"Not Reported","Not Reported"
"4225","090600158","Viejas Community System","Y","09","09",NA,NA,"A",NA,"CWS",NA,NA,"GW",NA,"N",11825,2,2,2,4,6,"Tribal","GW","Y","N","N",230,"Y","Viejas Group of Capitan Grand Band  Mission Indian","Anthony Pico",NA,"6196592328",NA,"6194455337",NA,"1 Viejas Grade Rd",NA,"Alpine","91901","US","CA",NA,NA,"Y","01-JAN-14","Alpine","Not Reported"
