"","Sample.Number","Date.Submitted","Analysis..Lead.","Lead..ppb.","Analysis..Copper.","Copper..ppb.","Street..","Street.Name","City","Zip.Code","lead.ppb","copper.ppb","addresses","lon","lat","address"
"757","LG03006","1/24/2016","Lead","6","Copper","60","1618","LLAWOOD AVE","FLINT","48503",6,60,"1618 LLAWOOD AVE, Flint MI, 48503",-83.6720756,43.0145534,"flint, mi 48503, usa"
"758","LG03036","1/24/2016","Lead","6","Copper","0","606","MCKEIGHAN AVE","FLINT","48507",6,0,"606 MCKEIGHAN AVE, Flint MI, 48507",-83.662811,42.983257,"606 mckeighan ave, flint, mi 48507, usa"
"759","LG03049","1/24/2016","Lead","6","Copper","60","1844","TEBO ST","FLINT","48503",6,60,"1844 TEBO ST, Flint MI, 48503",-83.646654,43.008298,"1844 tebo st, flint, mi 48503, usa"
"760","LG03090","1/24/2016","Lead","6","Copper","160","2016","GOODRICH AVE","FLINT","48503",6,160,"2016 GOODRICH AVE, Flint MI, 48503",-83.682359,43.001762,"2016 goodrich ave, flint, mi 48503, usa"
"761","LG03096","1/24/2016","Lead","6","Copper","80","2110","CROCKER","FLINT","48503",6,80,"2110 CROCKER, Flint MI, 48503",-83.670218,43.002832,"2110 crocker ave, flint, mi 48503, usa"
"762","LG03111","1/24/2016","Lead","6","Copper","0","2454","ZIMMERMAN ST","FLINT","48503",6,0,"2454 ZIMMERMAN ST, Flint MI, 48503",-83.7192838,43.0063733,"2454 zimmerman st, flint, mi 48503, usa"
"763","LG03155","1/24/2016","Lead","6","Copper","0","522","W 5TH ST","FLINT","48503",6,0,"522 W 5TH ST, Flint MI, 48503",-83.693107,43.00939,"522 w 5th st, flint, mi 48503, usa"
"764","LG03159","1/24/2016","Lead","6","Copper","80","814","S FRANKLIN AVE","FLINT","48503",6,80,"814 S FRANKLIN AVE, Flint MI, 48503",-83.665483,43.018837,"814 s franklin ave, flint, mi 48503, usa"
"765","LG03163","1/24/2016","Lead","6","Copper","0","125","W LINSEY BLVD","FLINT","48503",6,0,"125 W LINSEY BLVD, Flint MI, 48503",-83.679404,42.997694,"125 w linsey blvd, flint, mi 48503, usa"
"766","LG03480","1/25/2016","Lead","6","Copper","80","902","W ATHERTON RD APT #1","FLINT","48507",6,80,"902 W ATHERTON RD APT #1, Flint MI, 48507",-83.690939,42.988908,"902 w atherton rd, flint, mi 48507, usa"
"767","LG03524","1/25/2016","Lead","6","Copper","0","1811","M L KING AVE","FLINT","48503",6,0,"1811 M L KING AVE, Flint MI, 48503",-83.704584,43.0330808,"1811 martin luther king ave, flint, mi 48503, usa"
"768","LG03536","1/25/2016","Lead","6","Copper","90","3026","DEARBORN AVENUE","FLINT","48507",6,90,"3026 DEARBORN AVENUE, Flint MI, 48507",-83.660595,42.994442,"3026 dearborn ave, flint, mi 48507, usa"
"769","LG03580","1/25/2016","Lead","6","Copper","100","3621","LARCHMONT ST","FLINT","48532",6,100,"3621 LARCHMONT ST, Flint MI, 48532",-83.734143,42.996349,"3621 larchmont st, flint, mi 48532, usa"
"770","LG03584","1/25/2016","Lead","6","Copper","120","968","GAINEY AVE","FLINT","48503",6,120,"968 GAINEY AVE, Flint MI, 48503",-83.722279,43.005282,"968 gainey ave, flint, mi 48503, usa"
"771","LG03622","1/25/2016","Lead","6","Copper","0","2601","LANDON","FLINT","48504",6,0,"2601 LANDON, Flint MI, 48504",-83.725813,43.039996,"2601 landon st, flint, mi 48504, usa"
"772","LG03720","1/25/2016","Lead","6","Copper","110","2305","N VERNON AVE","FLINT","48506",6,110,"2305 N VERNON AVE, Flint MI, 48506",-83.662593,43.0367869,"2305 n vernon ave, flint, mi 48506, usa"
"773","LG03723","1/25/2016","Lead","6","Copper","0","1082","E BALTIMORE BLVD","FLINT","48505",6,0,"1082 E BALTIMORE BLVD, Flint MI, 48505",-83.684643,43.058133,"1082 e baltimore blvd, flint, mi 48505, usa"
"774","LG04157","1/26/2016","Lead","6","Copper","150","4325","CUSTER AVE","FLINT","48507",6,150,"4325 CUSTER AVE, Flint MI, 48507",-83.665016,42.984478,"4325 custer ave, flint, mi 48507, usa"
"775","LG04166","1/26/2016","Lead","6","Copper","150","","","FLINT","48504",6,150," , Flint MI, 48504",-83.7517851,43.0528038,"flint, mi 48504, usa"
"776","LG04185","1/26/2016","Lead","6","Copper","60","801","LELAND ST","FLINT","48507",6,60,"801 LELAND ST, Flint MI, 48507",-83.688297,42.98705,"801 leland st, flint, mi 48507, usa"
"777","LG04282","1/26/2016","Lead","6","Copper","0","1320","BEARD ST","FLINT","48503",6,0,"1320 BEARD ST, Flint MI, 48503",-83.669925,43.014338,"1320 beard st, flint, mi 48503, usa"
"778","LG04309","1/26/2016","Lead","6","Copper","260","2523","PADUCAH ST","FLINT","48504",6,260,"2523 PADUCAH ST, Flint MI, 48504",-83.724991,43.019732,"2523 paducah st, flint, mi 48504, usa"
"779","LG04350","1/26/2016","Lead","6","Copper","0","1529","ILLINOIS AVE","FLINT","48506",6,0,"1529 ILLINOIS AVE, Flint MI, 48506",-83.671342,43.031765,"1529 illinois ave, flint, mi 48506, usa"
"780","LG04369","1/26/2016","Lead","6","Copper","0","4021","GREENBROOK LN","FLINT","48507",6,0,"4021 GREENBROOK LN, Flint MI, 48507",-83.7076552,42.9867509,"4021 greenbrook ln, flint, mi 48507, usa"
"781","LG04525","1/26/2016","Lead","6","Copper","0","4120","WESTERN RD APT #2","FLINT","48506",6,0,"4120 WESTERN RD APT #2, Flint MI, 48506",-98.4016325,26.2712472,"4120 western rd, mission, tx 78574, usa"
"782","LG04536","1/26/2016","Lead","6","Copper","60","","","","",6,60," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"783","LG04759","1/27/2016","Lead","6","Copper","0","1044","ALVORD AVE","FLINT","48507",6,0,"1044 ALVORD AVE, Flint MI, 48507",-83.694605,42.9853096,"1044 alvord ave, flint, mi 48507, usa"
"784","LG04961","1/27/2016","Lead","6","Copper","1,050","3900","HAMMERBERG RD OFC","FLINT","48507",6,1050,"3900 HAMMERBERG RD OFC, Flint MI, 48507",-83.7517851,42.9753551,"flint, mi 48507, usa"
"785","LG04995","1/27/2016","Lead","6","Copper","680","3900","HAMMERBERG RD OFC","FLINT","48507",6,680,"3900 HAMMERBERG RD OFC, Flint MI, 48507",-83.7517851,42.9753551,"flint, mi 48507, usa"
"786","LG05014","1/27/2016","Lead","6","Copper","90","225","W DEWEY ST","FLINT","48505",6,90,"225 W DEWEY ST, Flint MI, 48505",-83.707594,43.045304,"225 w dewey st, flint, mi 48505, usa"
"787","LG05160","1/27/2016","Lead","6","Copper","60","710","OAK ST","FLINT","48503",6,60,"710 OAK ST, Flint MI, 48503",-83.69409,43.011376,"710 oak st, flint, mi 48503, usa"
"788","LG05170","1/27/2016","Lead","6","Copper","80","3419","BRIMFIELD DR","FLINT","48503",6,80,"3419 BRIMFIELD DR, Flint MI, 48503",-83.641479,43.017522,"3419 brimfield dr, flint, mi 48503, usa"
"789","LG05196","1/27/2016","Lead","6","Copper","120","2120","SHERFF PLACE","FLINT","48503",6,120,"2120 SHERFF PLACE, Flint MI, 48503",-83.661939,43.021053,"2120 sherff pl, flint, mi 48503, usa"
"790","LG05197","1/27/2016","Lead","6","Copper","80","525","SOUTH LYNCH ST","FLINT","48503",6,80,"525 SOUTH LYNCH ST, Flint MI, 48503",-83.658913,43.021071,"525 s lynch st, flint, mi 48503, usa"
"791","LG05202","1/27/2016","Lead","6","Copper","60","906","FRANK ST","FLINT","",6,60,"906 FRANK ST, Flint MI, ",-83.720913,43.015197,"906 frank st, flint, mi 48504, usa"
"792","LG05503","1/28/2016","Lead","6","Copper","80","2306","HILLS ST","FLINT","48503",6,80,"2306 HILLS ST, Flint MI, 48503",-83.6595339,43.016734,"2306 hills st, flint, mi 48503, usa"
"793","LG05518","1/28/2016","Lead","6","Copper","170","1901","WINONA ST","FLINT","48504",6,170,"1901 WINONA ST, Flint MI, 48504",-83.7302519,43.033422,"1901 winona st, flint, mi 48504, usa"
"794","LG05562","1/28/2016","Lead","6","Copper","60","3806","HERRICK ST","FLINT","48532",6,60,"3806 HERRICK ST, Flint MI, 48532",-83.735798,42.998456,"3806 herrick st, flint, mi 48532, usa"
"795","LG05596","1/28/2016","Lead","6","Copper","50","2405","CALUMET ST","FLINT","48503",6,50,"2405 CALUMET ST, Flint MI, 48503",-83.658812,43.016458,"2405 calumet st, flint, mi 48503, usa"
"796","LG05745","1/28/2016","Lead","6","Copper","0","5809","MARLOWE DRIVE","FLINT","48504",6,0,"5809 MARLOWE DRIVE, Flint MI, 48504",-83.72789,43.06594,"5809 marlowe dr, flint, mi 48504, usa"
"797","LG05934","1/29/2016","Lead","6","Copper","60","3710","PITKIN","FLINT","48506",6,60,"3710 PITKIN, Flint MI, 48506",-83.639711,43.0307109,"3710 pitkin ave, flint, mi 48506, usa"
"798","LG05944","1/29/2016","Lead","6","Copper","0","3405","ARLENE AVE APT 2","FLINT","48503",6,0,"3405 ARLENE AVE APT 2, Flint MI, 48503",-83.731577,42.998876,"3405 arlene ave #2, flint, mi 48503, usa"
"799","LG05946","1/29/2016","Lead","6","Copper","50","224","E COURT ST APT 201","FLINT","48501",6,50,"224 E COURT ST APT 201, Flint MI, 48501",-83.685255,43.013303,"224 e court st #201, flint, mi 48502, usa"
"800","LG05974","1/29/2016","Lead","6","Copper","0","3420","CLEMENT ST","FLINT","48504",6,0,"3420 CLEMENT ST, Flint MI, 48504",-83.736048,43.033607,"3420 clement st, flint, mi 48504, usa"
"801","LG05978","1/29/2016","Lead","6","Copper","220","2921","BARTH ST","FLINT","48504",6,220,"2921 BARTH ST, Flint MI, 48504",-83.729593,43.030285,"2921 barth st, flint, mi 48504, usa"
"802","LG06026","1/29/2016","Lead","6","Copper","90","810","MCKEIGHAN","FLINT","48507",6,90,"810 MCKEIGHAN, Flint MI, 48507",-83.659179,42.983293,"810 mckeighan ave, flint, mi 48507, usa"
"803","LG06069","1/29/2016","Lead","6","Copper","0","1702","FOREST HILL AVE","FLINT","48504",6,0,"1702 FOREST HILL AVE, Flint MI, 48504",-83.720528,43.031841,"1702 forest hill ave, flint, mi 48504, usa"
"804","LG06088","1/29/2016","Lead","6","Copper","170","1043","MARKHAM ST","FLINT","48507",6,170,"1043 MARKHAM ST, Flint MI, 48507",-83.6944617,42.9824184,"1043 markham st, flint, mi 48507, usa"
"805","LG06121","1/29/2016","Lead","6","Copper","150","1314","VERMICYA AVE","FLINT","48507",6,150,"1314 VERMICYA AVE, Flint MI, 48507",-83.697898,42.991411,"1314 vermilya ave, flint, mi 48507, usa"
"806","LG06189","1/29/2016","Lead","6","Copper","0","915","N CHEVROLET","FLINT","48504",6,0,"915 N CHEVROLET, Flint MI, 48504",-83.7192759,43.017681,"915 n chevrolet ave, flint, mi 48504, usa"
"807","LG06194","1/29/2016","Lead","6","Copper","320","613","BUCKINGHAM AVE","FLINT","48507",6,320,"613 BUCKINGHAM AVE, Flint MI, 48507",-83.66251,42.988418,"613 buckingham ave, flint, mi 48507, usa"
"808","LG06408","1/30/2016","Lead","6","Copper","0","2017","BERKLEY ST","FLINT","48504",6,0,"2017 BERKLEY ST, Flint MI, 48504",-83.71615,43.022166,"2017 berkley st, flint, mi 48504, usa"
"809","LG06421","1/30/2016","Lead","6","Copper","80","3837","PROVIDENCE ST","FLINT","48503",6,80,"3837 PROVIDENCE ST, Flint MI, 48503",-83.634957,43.0051,"3837 providence st, flint, mi 48503, usa"
"810","LG06465","1/30/2016","Lead","6","Copper","0","982","FARNUM","FLINT","48503",6,0,"982 FARNUM, Flint MI, 48503",-83.720918,43.005142,"982 farnum ave, flint, mi 48503, usa"
"811","LF82706","9/15/2015","Lead","5","Copper","0","2553","SWAYZE","FLINT","48503",5,0,"2553 SWAYZE, Flint MI, 48503",-83.720572,43.002463,"2553 swayze st, flint, mi 48503, usa"
"812","LF84314","9/23/2015","Lead","5","Copper","0","2616","HILLCREST","FLINT","48507",5,0,"2616 HILLCREST, Flint MI, 48507",-83.66239,42.99836,"2616 hillcrest ave, flint, mi 48507, usa"
"813","LF85856","10/1/2015","Lead","5","Copper","50","1308","WALNUT","FLINT","48503",5,50,"1308 WALNUT, Flint MI, 48503",-83.676273,43.0291799,"1308 walnut st, flint, mi 48503, usa"
"814","LF85863","10/1/2015","Lead","5","Copper","0","904","E 7TH ST","FLINT","48503",5,0,"904 E 7TH ST, Flint MI, 48503",-83.675764,43.0146469,"904 e 7th st, flint, mi 48503, usa"
"815","LF85943","10/2/2015","Lead","5","Copper","0","1210","KENSINGTON","FLINT","48503",5,0,"1210 KENSINGTON, Flint MI, 48503",-83.666567,43.014325,"1210 kensington ave, flint, mi 48503, usa"
"816","LF86517","10/6/2015","Lead","5","Copper","90","2031","CROOKED LN","FLINT","48503",5,90,"2031 CROOKED LN, Flint MI, 48503",-83.725851,42.992947,"2031 crooked ln, flint, mi 48503, usa"
"817","LF87011","10/8/2015","Lead","5","Copper","0","1112","BEARD ST","FLINT","48503",5,0,"1112 BEARD ST, Flint MI, 48503",-83.6699639,43.015589,"1112 beard st, flint, mi 48503, usa"
"818","LF87019","10/8/2015","Lead","5","Copper","0","501","W KEARSLEY","FLINT","",5,0,"501 W KEARSLEY, Flint MI, ",-83.6958965,43.0148134,"501 w kearsley st, flint, mi 48503, usa"
"819","LF87062","10/8/2015","Lead","5","Copper","80","2309","TORONTO ST","FLINT","48507",5,80,"2309 TORONTO ST, Flint MI, 48507",-83.689964,42.999106,"2309 toronto st, flint, mi 48507, usa"
"820","LF87374","10/13/2015","Lead","5","Copper","60","311","S VERNON AVE","FLINT","48503",5,60,"311 S VERNON AVE, Flint MI, 48503",-83.661079,43.023745,"311 s vernon ave, flint, mi 48503, usa"
"821","LF87388","10/13/2015","Lead","5","Copper","80","3123","CHAMBERS","FLINT","48507",5,80,"3123 CHAMBERS, Flint MI, 48507",-83.6479494,42.9946511,"3123 chambers st, flint, mi 48507, usa"
"822","LF87412","10/13/2015","Lead","5","Copper","70","924","ALVORD AVE","FLINT","48507",5,70,"924 ALVORD AVE, Flint MI, 48507",-83.691432,42.985968,"924 alvord ave, flint, mi 48507, usa"
"823","LF87931","10/16/2015","Lead","5","Copper","240","913","KENNELWORTH","FLINT","48503",5,240,"913 KENNELWORTH, Flint MI, 48503",-83.672442,43.012167,"913 kennelworth ave, flint, mi 48503, usa"
"824","LF87936","10/16/2015","Lead","5","Copper","0","1728","TACOMA","FLINT","48503",5,0,"1728 TACOMA, Flint MI, 48503",-83.6861459,43.002249,"1728 tacoma st, flint, mi 48503, usa"
"825","LF87941","10/16/2015","Lead","5","Copper","500","514","CADILLAC ST","FLINT","48504",5,500,"514 CADILLAC ST, Flint MI, 48504",-83.710433,43.013729,"514 cadillac st, flint, mi 48504, usa"
"826","LF87945","10/16/2015","Lead","5","Copper","0","1110","INGLESIDE AVE","FLINT","48507",5,0,"1110 INGLESIDE AVE, Flint MI, 48507",-83.6951481,42.9837963,"1110 ingleside ave, flint, mi 48507, usa"
"827","LF88311","10/20/2015","Lead","5","Copper","0","1118","INGLESIDE AVE","FLINT","48507",5,0,"1118 INGLESIDE AVE, Flint MI, 48507",-83.6952328,42.9839392,"1118 ingleside ave, flint, mi 48507, usa"
"828","LF88972","10/26/2015","Lead","5","Copper","0","555","COPEMAN BLVD","FLINT","48503",5,0,"555 COPEMAN BLVD, Flint MI, 48503",-83.711271,43.028325,"555 copeman blvd, flint, mi 48503, usa"
"829","LF91276","11/9/2015","Lead","5","Copper","120","746","S SAGINAW ST","FLINT","48502",5,120,"746 S SAGINAW ST, Flint MI, 48502",-83.6891578,43.0133589,"746 saginaw st, flint, mi 48502, usa"
"830","LF92710","11/18/2015","Lead","5","Copper","110","1262","GRACELAWN","FLINT","48505",5,110,"1262 GRACELAWN, Flint MI, 48505",-83.679812,43.0661901,"1262 e gracelawn ave, flint, mi 48505, usa"
"831","LF93556","11/24/2015","Lead","5","Copper","0","1410","BLUEBERRY LN/3","FLINT","48507",5,0,"1410 BLUEBERRY LN/3, Flint MI, 48507",-83.6987582,42.9861426,"1410 blueberry ln, flint, mi 48507, usa"
"832","LF93558","11/24/2015","Lead","5","Copper","0","318","BUCKINGHAM AVE #5","FLINT","48507",5,0,"318 BUCKINGHAM AVE #5, Flint MI, 48507",-73.0420961,41.2208695,"318 buckingham ave, milford, ct 06460, usa"
"833","LF93559","11/24/2015","Lead","5","Copper","190","318","BUCKINGHAM #1","FLINT","",5,190,"318 BUCKINGHAM #1, Flint MI, ",-81.3496259,41.3200961,"318 buckingham, aurora, oh 44202, usa"
"834","LF93562","11/24/2015","Lead","5","Copper","0","1410","BLUEBERRY LN/4","FLINT","48507",5,0,"1410 BLUEBERRY LN/4, Flint MI, 48507",-83.6987582,42.9861426,"1410 blueberry ln, flint, mi 48507, usa"
"835","LF94261","12/2/2015","Lead","5","Copper","0","314","WESTCOMBE AVE","FLINT","48503",5,0,"314 WESTCOMBE AVE, Flint MI, 48503",-83.72767,43.013104,"314 westcombe ave, flint, mi 48503, usa"
"836","LF94279","12/2/2015","Lead","5","Copper","180","1202","BEARD ST","FLINT","48503",5,180,"1202 BEARD ST, Flint MI, 48503",-83.669944,43.015309,"1202 beard st, flint, mi 48503, usa"
"837","LF95911","12/10/2015","Lead","5","Copper","0","2821","BRANDON ST","FLINT","48503",5,0,"2821 BRANDON ST, Flint MI, 48503",-83.724104,42.997667,"2821 brandon st, flint, mi 48503, usa"
"838","LF95914","12/10/2015","Lead","5","Copper","200","3517","MILLER RD","FLINT","48503",5,200,"3517 MILLER RD, Flint MI, 48503",-83.730851,42.992846,"3517 miller rd, flint, mi 48503, usa"
"839","LF97346","12/18/2015","Lead","5","Copper","140","1926","CAMBRIDGE AVE","FLINT","48503",5,140,"1926 CAMBRIDGE AVE, Flint MI, 48503",-83.7098989,42.998746,"1926 cambridge ave, flint, mi 48503, usa"
"840","LF97949","12/29/2015","Lead","5","Copper","130","1926","HOWARD AVE BLDG 11","FLINT","",5,130,"1926 HOWARD AVE BLDG 11, Flint MI, ",-83.6691146,43.0085932,"1926 howard ave, flint, mi 48503, usa"
"841","LF99161","1/7/2016","Lead","5","Copper","0","329","W ELDRIDGE AVE","FLINT","",5,0,"329 W ELDRIDGE AVE, Flint MI, ",-83.708395,43.054712,"329 w eldridge ave, flint, mi 48505, usa"
"842","LF99189","1/7/2016","Lead","5","Copper","360","1201","N GRAND TRAVERSE","FLINT","",5,360,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"843","LF99932","1/15/2016","Lead","5","Copper","0","2112","SHERFF","","48503",5,0,"2112 SHERFF, Flint MI, 48503",-83.66253,43.021051,"2112 sherff pl, flint, mi 48503, usa"
"844","LF99933","1/15/2016","Lead","5","Copper","220","601","COMMONWEALTH AVE","","",5,220,"601 COMMONWEALTH AVE, Flint MI, ",-83.662854,43.0209509,"601 commonwealth ave, flint, mi 48503, usa"
"845","LF99964","1/15/2016","Lead","5","Copper","0","2610","M L KING AVE","FLINT","48505",5,0,"2610 M L KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"846","LF99975","1/15/2016","Lead","5","Copper","0","709","CADILLAC ST","FLINT","48504",5,0,"709 CADILLAC ST, Flint MI, 48504",-83.712826,43.015336,"709 cadillac st, flint, mi 48504, usa"
"847","LG00012","1/15/2016","Lead","5","Copper","0","2436","NORBERT ST","FLINT","48504",5,0,"2436 NORBERT ST, Flint MI, 48504",-83.725126,43.017949,"2436 norbert st, flint, mi 48504, usa"
"848","LG00517","1/19/2016","Lead","5","Copper","260","353","ROBBIE LA","FLINT","48505",5,260,"353 ROBBIE LA, Flint MI, 48505",-83.6880257,43.0686471,"flint, mi 48505, usa"
"849","LG00525","1/19/2016","Lead","5","Copper","0","4033","PROCTOR AVE","FLINT","48504",5,0,"4033 PROCTOR AVE, Flint MI, 48504",-83.718794,43.051763,"4033 proctor st, flint, mi 48504, usa"
"850","LG00544","1/19/2016","Lead","5","Copper","140","2111","CARTIER ST","FLINT","48504",5,140,"2111 CARTIER ST, Flint MI, 48504",-83.720225,43.015143,"2111 cartier st, flint, mi 48504, usa"
"851","LG00568","1/19/2016","Lead","5","Copper","0","1914","MISSOURI AVE","FLINT","48506",5,0,"1914 MISSOURI AVE, Flint MI, 48506",-83.664286,43.028485,"1914 missouri ave, flint, mi 48506, usa"
"852","LG00591","1/19/2016","Lead","5","Copper","0","2410","MACKIN RD","","48504",5,0,"2410 MACKIN RD, Flint MI, 48504",-83.720599,43.027164,"2410 mackin rd, flint, mi 48504, usa"
"853","LG00896","1/20/2016","Lead","5","Copper","0","907","FRANK ST","FLINT","48504",5,0,"907 FRANK ST, Flint MI, 48504",-83.721198,43.014645,"907 frank st, flint, mi 48504, usa"
"854","LG01210","1/21/2016","Lead","5","Copper","0","","","FLINT","",5,0," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"855","LG01237","1/21/2016","Lead","5","Copper","0","501","S MEADE ST APT 8","FLINT","48503",5,0,"501 S MEADE ST APT 8, Flint MI, 48503",-83.65565,43.021496,"501 s meade st #8, flint, mi 48503, usa"
"856","LG01271","1/21/2016","Lead","5","Copper","0","127","MADISON","FLINT","48503",5,0,"127 MADISON, Flint MI, 48503",-83.676138,42.994285,"127 madison ave, flint, mi 48503, usa"
"857","LG01272","1/21/2016","Lead","5","Copper","60","632","LINCOLN AVE","FLINT","48507",5,60,"632 LINCOLN AVE, Flint MI, 48507",-83.684765,42.991181,"632 lincoln ave, flint, mi 48507, usa"
"858","LG01335","1/21/2016","Lead","5","Copper","0","718","AXFORD ST","FLINT","48503",5,0,"718 AXFORD ST, Flint MI, 48503",-83.69212,43.004876,"718 axford st, flint, mi 48503, usa"
"859","LG01425","1/21/2016","Lead","5","Copper","90","2802","HILLCREST","FLINT","48507",5,90,"2802 HILLCREST, Flint MI, 48507",-83.662452,42.997073,"2802 hillcrest ave, flint, mi 48507, usa"
"860","LG01488","1/21/2016","Lead","5","Copper","0","2052","CROCKER AVE","FLINT","48503",5,0,"2052 CROCKER AVE, Flint MI, 48503",-83.670238,43.00392,"2052 crocker ave, flint, mi 48503, usa"
"861","LG01491","1/21/2016","Lead","5","Copper","220","5910","OXLEY DR","FLINT","48504",5,220,"5910 OXLEY DR, Flint MI, 48504",-83.728325,43.066543,"5910 oxley dr, flint, mi 48504, usa"
"862","LG01683","1/21/2016","Lead","5","Copper","70","1305","KEARSLEY PARK BLVD","FLINT","48506",5,70,"1305 KEARSLEY PARK BLVD, Flint MI, 48506",-83.674902,43.031847,"1305 kearsley park blvd, flint, mi 48506, usa"
"863","LG01687","1/21/2016","Lead","5","Copper","80","G-3376","BRANCH RD","FLINT","48506",5,80,"G-3376 BRANCH RD, Flint MI, 48506",-83.648469,43.0580969,"3376 branch rd, flint, mi 48506, usa"
"864","LG01752","1/21/2016","Lead","5","Copper","140","1937","OWEN ST","FLINT","48503",5,140,"1937 OWEN ST, Flint MI, 48503",-83.6558,43.006178,"1937 owen st, flint, mi 48503, usa"
"865","LG01783","1/21/2016","Lead","5","Copper","70","1421","HUGHES AVE","FLINT","48503",5,70,"1421 HUGHES AVE, Flint MI, 48503",-83.72669,42.999312,"1421 hughes ave, flint, mi 48503, usa"
"866","LG01795","1/21/2016","Lead","5","Copper","110","1302","WOODSLEA DRIVE","FLINT","48507",5,110,"1302 WOODSLEA DRIVE, Flint MI, 48507",-83.664941,42.9983999,"1302 woodslea dr, flint, mi 48507, usa"
"867","LG01872","1/21/2016","Lead","5","Copper","50","3302","COMANCHE AVE","FLINT","48507",5,50,"3302 COMANCHE AVE, Flint MI, 48507",-83.659372,42.9928979,"3302 comanche ave, flint, mi 48507, usa"
"868","LG01901","1/21/2016","Lead","5","Copper","70","1150","WOODSIDE DR","FLINT","48503",5,70,"1150 WOODSIDE DR, Flint MI, 48503",-83.670255,43.014649,"1150 woodside dr, flint, mi 48503, usa"
"869","LG01935","1/21/2016","Lead","5","Copper","50","1030","S GRAND TRAVERSE ST","FLINT","48502",5,50,"1030 S GRAND TRAVERSE ST, Flint MI, 48502",-83.690222,43.008472,"1030 s grand traverse st, flint, mi 48502, usa"
"870","LG01997","1/21/2016","Lead","5","Copper","90","3605","ML KING AVE","FLINT","48505",5,90,"3605 ML KING AVE, Flint MI, 48505",-83.705041,43.048155,"3605 martin luther king ave, flint, mi 48505, usa"
"871","LG02006","1/21/2016","Lead","5","Copper","270","716","W PIERSON RD","FLINT","48505",5,270,"716 W PIERSON RD, Flint MI, 48505",-83.714792,43.061284,"716 w pierson rd, flint, mi 48505, usa"
"872","LG02014","1/21/2016","Lead","5","Copper","410","1614","ARLINGTON AVE","FLINT","48506",5,410,"1614 ARLINGTON AVE, Flint MI, 48506",-83.662876,43.0313329,"1614 arlington ave, flint, mi 48506, usa"
"873","LG02048","1/21/2016","Lead","5","Copper","0","1133","REMINGTON AVE","FLINT","48507",5,0,"1133 REMINGTON AVE, Flint MI, 48507",-83.696136,42.996484,"1133 remington ave, flint, mi 48507, usa"
"874","LG02064","1/21/2016","Lead","5","Copper","0","417","MONROE","FLINT","48503",5,0,"417 MONROE, Flint MI, 48503",-83.681608,42.999971,"417 monroe st, flint, mi 48503, usa"
"875","LG02105","1/21/2016","Lead","5","Copper","0","519","WEST PATERSON ST","FLINT","48503",5,0,"519 WEST PATERSON ST, Flint MI, 48503",-83.711622,43.032944,"519 w paterson st, flint, mi 48503, usa"
"876","LG02122","1/21/2016","Lead","5","Copper","0","405","E COURT ST","FLINT","48503",5,0,"405 E COURT ST, Flint MI, 48503",-83.683975,43.014634,"405 e court st, flint, mi 48503, usa"
"877","LG02194","1/21/2016","Lead","5","Copper","140","1717","CARMANBROOK PKWY","FLINT","48507",5,140,"1717 CARMANBROOK PKWY, Flint MI, 48507",-83.705166,42.988869,"1717 carmanbrook pkwy, flint, mi 48507, usa"
"878","LG02360","1/22/2016","Lead","5","Copper","80","1015","PINGREE AVE","FLINT","48503",5,80,"1015 PINGREE AVE, Flint MI, 48503",-83.668342,43.005963,"1015 pingree ave, flint, mi 48503, usa"
"879","LG02404","1/22/2016","Lead","5","Copper","320","307","FOURTH AVE","FLINT","48503",5,320,"307 FOURTH AVE, Flint MI, 48503",-83.698031,43.020666,"307 w 4th ave, flint, mi 48503, usa"
"880","LG02516","1/22/2016","Lead","5","Copper","0","710","PIERSON STREET","FLINT","48503",5,0,"710 PIERSON STREET, Flint MI, 48503",-83.681467,43.017063,"710 pierson st, flint, mi 48503, usa"
"881","LG02560","1/22/2016","Lead","5","Copper","0","2301","CLEMENT ST","FLINT","48504",5,0,"2301 CLEMENT ST, Flint MI, 48504",-83.718634,43.027648,"2301 clement st, flint, mi 48504, usa"
"882","LG02561","1/22/2016","Lead","5","Copper","60","1602","PINGREE AVE","FLINT","48503",5,60,"1602 PINGREE AVE, Flint MI, 48503",-83.662638,43.005629,"1602 pingree ave, flint, mi 48503, usa"
"883","LG02584","1/22/2016","Lead","5","Copper","60","401","W. BAKER ST","FLINT","48505",5,60,"401 W. BAKER ST, Flint MI, 48505",-83.709465,43.039161,"401 w baker st, flint, mi 48505, usa"
"884","LG02638","1/22/2016","Lead","5","Copper","0","614","VERNON STREET","FLINT","48503",5,0,"614 VERNON STREET, Flint MI, 48503",-83.661512,43.0203739,"614 s vernon ave, flint, mi 48503, usa"
"885","LG02719","1/23/2016","Lead","5","Copper","0","3220","MILLER RD","FLINT","48503",5,0,"3220 MILLER RD, Flint MI, 48503",-83.728168,42.994687,"3220 miller rd, flint, mi 48503, usa"
